# Renewables.ninja Weather (Point API) - 52.188, -2.028 - Version: 1.0 - License: https://science.nasa.gov/earth-science/earth-science-data/data-information-policy - Reference: https://www.renewables.ninja/
# Units: time in UTC, local_time in Europe/London, temperature in ºC, precipitation in mm/h, snowfall in mm/h, snow_mass in kg/m², air_density in kg/m³, radiation_surface in W/m², radiation_toa in W/m², cloud_cover in fraction
# {"units": {"time": "UTC", "local_time": "Europe/London", "temperature": "\u00baC", "precipitation": "mm/h", "snowfall": "mm/h", "snow_mass": "kg/m\u00b2", "air_density": "kg/m\u00b3", "radiation_surface": "W/m\u00b2", "radiation_toa": "W/m\u00b2", "cloud_cover": "fraction"}, "params": {"local_time": true, "header": true, "lat": "52.18848473848998", "lon": "-2.027585537311248", "date_from": "2019-01-01", "date_to": "2019-12-31", "dataset": "merra2", "var_t2m": true, "var_prectotland": true, "var_precsnoland": true, "var_snomas": true, "var_rhoa": true, "var_swgdn": true, "var_swtdn": true, "var_cldtot": true}}
time,local_time,temperature,precipitation,snowfall,snow_mass,air_density,radiation_surface,radiation_toa,cloud_cover
2019-01-01 00:00,2019-01-01 00:00,6.289,0.012,0,0,1.265,0,0,0.767
2019-01-01 01:00,2019-01-01 01:00,6.222,0.008,0,0,1.265,0,0,0.690
2019-01-01 02:00,2019-01-01 02:00,6.012,0.005,0,0,1.266,0,0,0.714
2019-01-01 03:00,2019-01-01 03:00,6.161,0.004,0,0,1.265,0,0,0.765
2019-01-01 04:00,2019-01-01 04:00,6.418,0.005,0,0,1.265,0,0,0.751
2019-01-01 05:00,2019-01-01 05:00,6.416,0.007,0,0,1.265,0,0,0.839
2019-01-01 06:00,2019-01-01 06:00,6.841,0.009,0,0,1.264,0,0,0.885
2019-01-01 07:00,2019-01-01 07:00,7.094,0.008,0,0,1.264,0,0,0.893
2019-01-01 08:00,2019-01-01 08:00,7.215,0.007,0,0,1.263,3.863,34.950,0.829
2019-01-01 09:00,2019-01-01 09:00,7.648,0.006,0,0,1.263,35.552,174.993,0.696
2019-01-01 10:00,2019-01-01 10:00,8.308,0.004,0,0,1.261,91.003,284.683,0.539
2019-01-01 11:00,2019-01-01 11:00,8.996,0.002,0,0,1.259,145.502,345.235,0.353
2019-01-01 12:00,2019-01-01 12:00,9.417,0.002,0,0,1.257,176.363,352.648,0.287
2019-01-01 13:00,2019-01-01 13:00,9.267,0.003,0,0,1.257,140.706,306.355,0.329
2019-01-01 14:00,2019-01-01 14:00,8.527,0.008,0,0,1.260,84.269,209.443,0.266
2019-01-01 15:00,2019-01-01 15:00,6.688,0.002,0,0,1.264,25.038,69.351,0.243
2019-01-01 16:00,2019-01-01 16:00,4.784,0,0,0,1.269,0,0,0.101
2019-01-01 17:00,2019-01-01 17:00,3.597,0,0,0,1.275,0,0,0.022
2019-01-01 18:00,2019-01-01 18:00,2.606,0,0,0,1.280,0,0,0.004
2019-01-01 19:00,2019-01-01 19:00,1.880,0,0,0,1.285,0,0,0.113
2019-01-01 20:00,2019-01-01 20:00,1.790,0,0,0,1.288,0,0,0.312
2019-01-01 21:00,2019-01-01 21:00,1.894,0.001,0,0,1.293,0,0,0.528
2019-01-01 22:00,2019-01-01 22:00,1.824,0.002,0,0,1.297,0,0,0.633
2019-01-01 23:00,2019-01-01 23:00,1.334,0.002,0,0,1.300,0,0,0.577
2019-01-02 00:00,2019-01-02 00:00,0.597,0.001,0,0,1.303,0,0,0.544
2019-01-02 01:00,2019-01-02 01:00,-0.089,0.001,0,0,1.306,0,0,0.528
2019-01-02 02:00,2019-01-02 02:00,-0.460,0.002,0.001,0,1.309,0,0,0.548
2019-01-02 03:00,2019-01-02 03:00,-0.822,0.002,0.002,0,1.310,0,0,0.607
2019-01-02 04:00,2019-01-02 04:00,-1.049,0.003,0.002,0,1.312,0,0,0.707
2019-01-02 05:00,2019-01-02 05:00,-1.200,0.002,0.002,0,1.313,0,0,0.736
2019-01-02 06:00,2019-01-02 06:00,-1.395,0.002,0.002,0,1.314,0,0,0.738
2019-01-02 07:00,2019-01-02 07:00,-1.631,0.002,0.002,0,1.315,0,0,0.680
2019-01-02 08:00,2019-01-02 08:00,-1.711,0.002,0.002,0,1.316,11.488,36.080,0.570
2019-01-02 09:00,2019-01-02 09:00,-0.520,0,0,0,1.315,81.150,176.806,0.377
2019-01-02 10:00,2019-01-02 10:00,0.831,0,0,0,1.312,167.840,286.558,0.232
2019-01-02 11:00,2019-01-02 11:00,2.104,0,0,0,1.306,217.931,347.204,0.236
2019-01-02 12:00,2019-01-02 12:00,3.790,0.001,0,0,1.297,220.764,354.593,0.274
2019-01-02 13:00,2019-01-02 13:00,4.379,0.001,0,0,1.293,179.682,308.242,0.347
2019-01-02 14:00,2019-01-02 14:00,3.890,0.002,0,0,1.292,101.731,211.327,0.458
2019-01-02 15:00,2019-01-02 15:00,2.499,0.003,0,0,1.293,24.455,71.003,0.549
2019-01-02 16:00,2019-01-02 16:00,1.761,0.004,0,0,1.294,0,0,0.605
2019-01-02 17:00,2019-01-02 17:00,1.759,0.004,0,0,1.294,0,0,0.620
2019-01-02 18:00,2019-01-02 18:00,1.868,0.002,0,0,1.295,0,0,0.621
2019-01-02 19:00,2019-01-02 19:00,2.016,0.002,0,0,1.295,0,0,0.620
2019-01-02 20:00,2019-01-02 20:00,2.046,0.002,0,0,1.296,0,0,0.625
2019-01-02 21:00,2019-01-02 21:00,1.942,0.002,0,0,1.296,0,0,0.650
2019-01-02 22:00,2019-01-02 22:00,1.560,0.001,0,0,1.297,0,0,0.712
2019-01-02 23:00,2019-01-02 23:00,1.121,0.001,0,0,1.299,0,0,0.801
2019-01-03 00:00,2019-01-03 00:00,0.822,0.001,0,0,1.300,0,0,0.827
2019-01-03 01:00,2019-01-03 01:00,0.640,0.001,0,0,1.301,0,0,0.776
2019-01-03 02:00,2019-01-03 02:00,0.447,0.001,0,0,1.303,0,0,0.755
2019-01-03 03:00,2019-01-03 03:00,0.267,0.001,0,0,1.303,0,0,0.772
2019-01-03 04:00,2019-01-03 04:00,0.218,0.001,0,0,1.303,0,0,0.700
2019-01-03 05:00,2019-01-03 05:00,0.222,0.001,0,0,1.303,0,0,0.632
2019-01-03 06:00,2019-01-03 06:00,0.235,0.001,0,0,1.303,0,0,0.679
2019-01-03 07:00,2019-01-03 07:00,0.416,0.001,0,0,1.303,0,0,0.716
2019-01-03 08:00,2019-01-03 08:00,0.692,0.001,0,0,1.303,11.891,37.328,0.616
2019-01-03 09:00,2019-01-03 09:00,1.282,0,0,0,1.303,80.122,178.806,0.467
2019-01-03 10:00,2019-01-03 10:00,2.405,0,0,0,1.301,155.089,288.593,0.361
2019-01-03 11:00,2019-01-03 11:00,3.157,0.001,0,0,1.299,198.846,349.329,0.409
2019-01-03 12:00,2019-01-03 12:00,3.439,0.001,0,0,1.298,193.983,356.718,0.447
2019-01-03 13:00,2019-01-03 13:00,3.409,0.001,0,0,1.297,161.819,310.367,0.419
2019-01-03 14:00,2019-01-03 14:00,3.027,0,0,0,1.298,100.605,213.380,0.390
2019-01-03 15:00,2019-01-03 15:00,1.983,0,0,0,1.298,28.352,72.843,0.258
2019-01-03 16:00,2019-01-03 16:00,1.163,0,0,0,1.299,0,0,0.090
2019-01-03 17:00,2019-01-03 17:00,0.439,0,0,0,1.300,0,0,0.068
2019-01-03 18:00,2019-01-03 18:00,-0.150,0,0,0,1.302,0,0,0.027
2019-01-03 19:00,2019-01-03 19:00,-0.541,0,0,0,1.304,0,0,0.004
2019-01-03 20:00,2019-01-03 20:00,-0.797,0,0,0,1.305,0,0,0.003
2019-01-03 21:00,2019-01-03 21:00,-0.960,0,0,0,1.307,0,0,0.003
2019-01-03 22:00,2019-01-03 22:00,-1.402,0,0,0,1.308,0,0,0.002
2019-01-03 23:00,2019-01-03 23:00,-1.513,0,0,0,1.310,0,0,0.002
2019-01-04 00:00,2019-01-04 00:00,-1.495,0,0,0,1.311,0,0,0.004
2019-01-04 01:00,2019-01-04 01:00,-1.821,0.002,0.002,0.001,1.312,0,0,0.058
2019-01-04 02:00,2019-01-04 02:00,-2.036,0.002,0.002,0.002,1.314,0,0,0.211
2019-01-04 03:00,2019-01-04 03:00,-2.197,0.002,0.002,0.003,1.315,0,0,0.352
2019-01-04 04:00,2019-01-04 04:00,-2.242,0.002,0.002,0.004,1.316,0,0,0.419
2019-01-04 05:00,2019-01-04 05:00,-2.465,0.002,0.002,0.004,1.317,0,0,0.581
2019-01-04 06:00,2019-01-04 06:00,-2.641,0.001,0.001,0.004,1.317,0,0,0.759
2019-01-04 07:00,2019-01-04 07:00,-3.001,0.001,0.001,0.004,1.318,0,0,0.530
2019-01-04 08:00,2019-01-04 08:00,-3.219,0,0,0.004,1.319,15.106,38.724,0.746
2019-01-04 09:00,2019-01-04 09:00,-1.719,0,0,0.003,1.319,86.440,180.949,0.921
2019-01-04 10:00,2019-01-04 10:00,-0.727,0,0,0.003,1.317,144.435,290.843,0.944
2019-01-04 11:00,2019-01-04 11:00,0.476,0,0,0.003,1.311,179.407,351.591,0.944
2019-01-04 12:00,2019-01-04 12:00,1.504,0,0,0.003,1.305,189.356,359.023,0.946
2019-01-04 13:00,2019-01-04 13:00,1.699,0,0,0.003,1.303,154.800,312.617,0.946
2019-01-04 14:00,2019-01-04 14:00,0.955,0,0,0.003,1.302,103.205,215.595,0.950
2019-01-04 15:00,2019-01-04 15:00,-1.094,0,0,0.003,1.302,30.933,74.857,0.946
2019-01-04 16:00,2019-01-04 16:00,-2.372,0,0,0.003,1.303,0.001,0.004,0.811
2019-01-04 17:00,2019-01-04 17:00,-2.535,0,0,0.003,1.304,0,0,0.758
2019-01-04 18:00,2019-01-04 18:00,-2.545,0,0,0.003,1.305,0,0,0.748
2019-01-04 19:00,2019-01-04 19:00,-2.411,0,0,0.003,1.305,0,0,0.706
2019-01-04 20:00,2019-01-04 20:00,-2.063,0,0,0.003,1.305,0,0,0.623
2019-01-04 21:00,2019-01-04 21:00,-1.801,0,0,0.003,1.305,0,0,0.552
2019-01-04 22:00,2019-01-04 22:00,-1.715,0.001,0,0.003,1.305,0,0,0.519
2019-01-04 23:00,2019-01-04 23:00,-1.666,0.001,0,0.003,1.304,0,0,0.498
2019-01-05 00:00,2019-01-05 00:00,-1.566,0.001,0,0.003,1.304,0,0,0.513
2019-01-05 01:00,2019-01-05 01:00,-1.542,0.001,0.001,0.003,1.304,0,0,0.541
2019-01-05 02:00,2019-01-05 02:00,-1.574,0.001,0.001,0.003,1.305,0,0,0.563
2019-01-05 03:00,2019-01-05 03:00,-1.614,0.001,0.001,0.003,1.305,0,0,0.570
2019-01-05 04:00,2019-01-05 04:00,-1.542,0.002,0.001,0.004,1.305,0,0,0.653
2019-01-05 05:00,2019-01-05 05:00,-1.386,0.003,0.003,0.004,1.307,0,0,0.715
2019-01-05 06:00,2019-01-05 06:00,-1.322,0.005,0.004,0.004,1.309,0,0,0.696
2019-01-05 07:00,2019-01-05 07:00,-1.211,0.006,0.005,0.004,1.311,0,0,0.691
2019-01-05 08:00,2019-01-05 08:00,-1.056,0.009,0.007,0.004,1.312,8.979,40.243,0.692
2019-01-05 09:00,2019-01-05 09:00,-0.342,0.006,0.005,0.004,1.310,55.025,183.261,0.558
2019-01-05 10:00,2019-01-05 10:00,0.746,0.006,0,0.004,1.305,122.360,293.308,0.437
2019-01-05 11:00,2019-01-05 11:00,1.866,0.007,0,0.004,1.299,167.461,354.079,0.438
2019-01-05 12:00,2019-01-05 12:00,2.683,0.007,0,0.004,1.294,169.289,361.523,0.561
2019-01-05 13:00,2019-01-05 13:00,3.024,0.007,0,0.003,1.290,140.014,315.117,0.487
2019-01-05 14:00,2019-01-05 14:00,2.416,0.006,0,0.003,1.289,86.932,217.970,0.470
2019-01-05 15:00,2019-01-05 15:00,1.007,0.005,0,0.003,1.288,23.566,77.027,0.526
2019-01-05 16:00,2019-01-05 16:00,0.481,0.004,0,0.003,1.287,0.001,0.008,0.636
2019-01-05 17:00,2019-01-05 17:00,0.883,0.004,0,0.003,1.287,0,0,0.684
2019-01-05 18:00,2019-01-05 18:00,1.072,0.004,0,0.003,1.286,0,0,0.701
2019-01-05 19:00,2019-01-05 19:00,1.204,0.005,0,0.003,1.285,0,0,0.831
2019-01-05 20:00,2019-01-05 20:00,1.314,0.004,0,0.003,1.284,0,0,0.958
2019-01-05 21:00,2019-01-05 21:00,1.555,0.004,0,0.003,1.284,0,0,0.979
2019-01-05 22:00,2019-01-05 22:00,1.686,0.004,0,0.003,1.283,0,0,0.974
2019-01-05 23:00,2019-01-05 23:00,1.816,0.005,0,0.003,1.283,0,0,0.961
2019-01-06 00:00,2019-01-06 00:00,1.905,0.005,0,0.003,1.282,0,0,0.957
2019-01-06 01:00,2019-01-06 01:00,2.020,0.004,0,0.003,1.281,0,0,0.969
2019-01-06 02:00,2019-01-06 02:00,2.024,0.005,0,0.003,1.281,0,0,0.975
2019-01-06 03:00,2019-01-06 03:00,1.960,0.005,0,0.003,1.280,0,0,0.969
2019-01-06 04:00,2019-01-06 04:00,1.987,0.004,0,0.003,1.279,0,0,0.945
2019-01-06 05:00,2019-01-06 05:00,2.032,0.004,0,0.003,1.279,0,0,0.958
2019-01-06 06:00,2019-01-06 06:00,2.034,0.003,0,0.003,1.278,0,0,0.938
2019-01-06 07:00,2019-01-06 07:00,1.775,0.001,0,0.003,1.279,0,0,0.881
2019-01-06 08:00,2019-01-06 08:00,1.911,0.003,0,0.003,1.279,8.874,41.903,0.874
2019-01-06 09:00,2019-01-06 09:00,3.204,0.006,0,0.002,1.278,42.535,185.761,0.960
2019-01-06 10:00,2019-01-06 10:00,4.118,0.005,0,0.002,1.277,59.825,295.843,0.971
2019-01-06 11:00,2019-01-06 11:00,4.756,0.004,0,0.002,1.276,76.391,356.716,0.898
2019-01-06 12:00,2019-01-06 12:00,5.486,0.002,0,0.002,1.274,111.836,364.148,0.894
2019-01-06 13:00,2019-01-06 13:00,5.639,0.001,0,0.002,1.272,113.323,317.742,0.904
2019-01-06 14:00,2019-01-06 14:00,4.778,0.002,0,0.002,1.272,69.018,220.533,0.897
2019-01-06 15:00,2019-01-06 15:00,3.499,0.003,0,0.002,1.272,16.196,79.397,0.887
2019-01-06 16:00,2019-01-06 16:00,3.056,0.005,0,0.002,1.273,0.002,0.022,0.901
2019-01-06 17:00,2019-01-06 17:00,3.308,0.007,0,0.002,1.274,0,0,0.937
2019-01-06 18:00,2019-01-06 18:00,3.500,0.009,0,0.002,1.274,0,0,0.956
2019-01-06 19:00,2019-01-06 19:00,3.461,0.008,0,0.002,1.275,0,0,0.966
2019-01-06 20:00,2019-01-06 20:00,3.284,0.008,0,0.002,1.276,0,0,0.967
2019-01-06 21:00,2019-01-06 21:00,3.161,0.008,0,0.002,1.277,0,0,0.965
2019-01-06 22:00,2019-01-06 22:00,3.205,0.008,0,0.002,1.279,0,0,0.977
2019-01-06 23:00,2019-01-06 23:00,3.367,0.011,0,0.002,1.282,0,0,0.995
2019-01-07 00:00,2019-01-07 00:00,3.312,0.015,0,0.002,1.284,0,0,0.998
2019-01-07 01:00,2019-01-07 01:00,3.144,0.018,0,0.001,1.286,0,0,0.999
2019-01-07 02:00,2019-01-07 02:00,3.100,0.018,0,0.001,1.286,0,0,0.998
2019-01-07 03:00,2019-01-07 03:00,3.134,0.016,0,0.001,1.285,0,0,0.998
2019-01-07 04:00,2019-01-07 04:00,3.184,0.014,0,0.001,1.284,0,0,0.998
2019-01-07 05:00,2019-01-07 05:00,3.374,0.013,0,0.001,1.282,0,0,0.999
2019-01-07 06:00,2019-01-07 06:00,3.683,0.015,0,0.001,1.280,0,0,1.000
2019-01-07 07:00,2019-01-07 07:00,4.057,0.017,0,0.001,1.278,0,0,0.999
2019-01-07 08:00,2019-01-07 08:00,4.452,0.013,0,0.001,1.276,4.780,43.710,0.998
2019-01-07 09:00,2019-01-07 09:00,5.132,0.014,0,0.001,1.273,27.190,188.410,0.996
2019-01-07 10:00,2019-01-07 10:00,6.060,0.014,0,0.001,1.268,49.385,298.593,0.994
2019-01-07 11:00,2019-01-07 11:00,7.353,0.011,0,0.001,1.261,89.752,359.521,0.985
2019-01-07 12:00,2019-01-07 12:00,8.625,0.010,0,0.001,1.253,124.137,367.004,0.968
2019-01-07 13:00,2019-01-07 13:00,9.387,0.010,0,0.001,1.248,132.512,320.492,0.965
2019-01-07 14:00,2019-01-07 14:00,9.285,0.018,0,0.001,1.246,63.072,223.226,0.970
2019-01-07 15:00,2019-01-07 15:00,8.892,0.023,0,0.001,1.247,13.296,81.937,0.984
2019-01-07 16:00,2019-01-07 16:00,8.587,0.038,0,0,1.248,0.004,0.046,0.987
2019-01-07 17:00,2019-01-07 17:00,8.424,0.043,0,0,1.249,0,0,0.984
2019-01-07 18:00,2019-01-07 18:00,8.429,0.025,0,0,1.249,0,0,0.986
2019-01-07 19:00,2019-01-07 19:00,8.376,0.024,0,0,1.250,0,0,0.989
2019-01-07 20:00,2019-01-07 20:00,8.051,0.010,0,0,1.251,0,0,0.986
2019-01-07 21:00,2019-01-07 21:00,7.169,0.003,0,0,1.255,0,0,0.967
2019-01-07 22:00,2019-01-07 22:00,5.915,0,0,0,1.259,0,0,0.955
2019-01-07 23:00,2019-01-07 23:00,4.821,0,0,0,1.263,0,0,0.952
2019-01-08 00:00,2019-01-08 00:00,4.155,0,0,0,1.266,0,0,0.944
2019-01-08 01:00,2019-01-08 01:00,3.758,0,0,0,1.268,0,0,0.944
2019-01-08 02:00,2019-01-08 02:00,3.601,0.001,0,0,1.270,0,0,0.951
2019-01-08 03:00,2019-01-08 03:00,3.587,0.002,0,0,1.270,0,0,0.953
2019-01-08 04:00,2019-01-08 04:00,3.733,0.003,0,0,1.269,0,0,0.962
2019-01-08 05:00,2019-01-08 05:00,4.103,0.003,0,0,1.268,0,0,0.974
2019-01-08 06:00,2019-01-08 06:00,4.593,0.003,0,0,1.267,0,0,0.981
2019-01-08 07:00,2019-01-08 07:00,5.003,0.001,0,0,1.265,0,0,0.976
2019-01-08 08:00,2019-01-08 08:00,5.037,0,0,0,1.265,9.052,45.664,0.970
2019-01-08 09:00,2019-01-08 09:00,5.400,0,0,0,1.266,64.946,191.222,0.754
2019-01-08 10:00,2019-01-08 10:00,5.968,0,0,0,1.265,148.999,301.480,0.409
2019-01-08 11:00,2019-01-08 11:00,6.773,0,0,0,1.263,220.572,362.466,0.120
2019-01-08 12:00,2019-01-08 12:00,7.370,0,0,0,1.260,236.847,369.968,0.085
2019-01-08 13:00,2019-01-08 13:00,7.430,0,0,0,1.259,203.518,323.492,0.168
2019-01-08 14:00,2019-01-08 14:00,6.867,0,0,0,1.260,128.972,226.101,0.193
2019-01-08 15:00,2019-01-08 15:00,5.202,0,0,0,1.262,37.379,84.651,0.088
2019-01-08 16:00,2019-01-08 16:00,3.240,0,0,0,1.266,0.017,0.088,0.053
2019-01-08 17:00,2019-01-08 17:00,2.612,0,0,0,1.271,0,0,0.029
2019-01-08 18:00,2019-01-08 18:00,2.087,0,0,0,1.274,0,0,0.081
2019-01-08 19:00,2019-01-08 19:00,1.831,0,0,0,1.276,0,0,0.283
2019-01-08 20:00,2019-01-08 20:00,1.895,0.001,0,0,1.278,0,0,0.595
2019-01-08 21:00,2019-01-08 21:00,1.906,0.002,0,0,1.280,0,0,0.902
2019-01-08 22:00,2019-01-08 22:00,2.050,0.002,0,0,1.281,0,0,0.963
2019-01-08 23:00,2019-01-08 23:00,1.909,0.002,0,0,1.282,0,0,0.958
2019-01-09 00:00,2019-01-09 00:00,1.852,0.002,0,0,1.283,0,0,0.953
2019-01-09 01:00,2019-01-09 01:00,1.832,0.002,0,0,1.284,0,0,0.957
2019-01-09 02:00,2019-01-09 02:00,1.247,0.001,0,0,1.285,0,0,0.924
2019-01-09 03:00,2019-01-09 03:00,1.105,0.001,0,0,1.287,0,0,0.934
2019-01-09 04:00,2019-01-09 04:00,1.194,0.001,0,0,1.288,0,0,0.830
2019-01-09 05:00,2019-01-09 05:00,0.566,0.001,0,0,1.290,0,0,0.828
2019-01-09 06:00,2019-01-09 06:00,0.608,0.001,0.001,0,1.292,0,0,0.803
2019-01-09 07:00,2019-01-09 07:00,-0.144,0.002,0.001,0,1.294,0,0,0.613
2019-01-09 08:00,2019-01-09 08:00,-0.300,0.001,0.001,0,1.296,15.385,47.778,0.594
2019-01-09 09:00,2019-01-09 09:00,0.720,0,0,0,1.294,80.850,194.199,0.202
2019-01-09 10:00,2019-01-09 10:00,1.766,0,0,0,1.291,190.221,304.593,0.025
2019-01-09 11:00,2019-01-09 11:00,3.117,0,0,0,1.285,236.238,365.627,0.103
2019-01-09 12:00,2019-01-09 12:00,4.007,0,0,0,1.280,237.459,373.129,0.792
2019-01-09 13:00,2019-01-09 13:00,4.188,0,0,0,1.278,186.124,326.617,0.943
2019-01-09 14:00,2019-01-09 14:00,3.736,0,0,0,1.278,121.652,229.163,0.810
2019-01-09 15:00,2019-01-09 15:00,1.881,0,0,0,1.280,38.257,87.539,0.577
2019-01-09 16:00,2019-01-09 16:00,-0.010,0,0,0,1.283,0.033,0.165,0.429
2019-01-09 17:00,2019-01-09 17:00,-0.502,0,0,0,1.286,0,0,0.365
2019-01-09 18:00,2019-01-09 18:00,-0.879,0,0,0,1.289,0,0,0.438
2019-01-09 19:00,2019-01-09 19:00,-1.300,0,0,0,1.292,0,0,0.556
2019-01-09 20:00,2019-01-09 20:00,-0.987,0,0,0,1.294,0,0,0.801
2019-01-09 21:00,2019-01-09 21:00,-0.772,0.001,0.001,0,1.296,0,0,0.927
2019-01-09 22:00,2019-01-09 22:00,-1.054,0.004,0.004,0.001,1.297,0,0,0.964
2019-01-09 23:00,2019-01-09 23:00,-1.292,0.004,0.004,0.001,1.297,0,0,0.916
2019-01-10 00:00,2019-01-10 00:00,-1.460,0.004,0.004,0.001,1.298,0,0,0.817
2019-01-10 01:00,2019-01-10 01:00,-1.491,0.005,0.005,0.001,1.299,0,0,0.856
2019-01-10 02:00,2019-01-10 02:00,-1.499,0.004,0.004,0.001,1.299,0,0,0.947
2019-01-10 03:00,2019-01-10 03:00,-1.557,0.004,0.004,0.001,1.299,0,0,0.978
2019-01-10 04:00,2019-01-10 04:00,-1.496,0.004,0.004,0.001,1.299,0,0,0.979
2019-01-10 05:00,2019-01-10 05:00,-1.424,0.003,0.003,0,1.299,0,0,0.976
2019-01-10 06:00,2019-01-10 06:00,-1.369,0.002,0.002,0,1.298,0,0,0.974
2019-01-10 07:00,2019-01-10 07:00,-1.236,0.002,0.001,0,1.297,0,0,0.963
2019-01-10 08:00,2019-01-10 08:00,-0.739,0.004,0.001,0,1.295,13.385,50.046,0.848
2019-01-10 09:00,2019-01-10 09:00,0.824,0.008,0,0,1.292,61.262,197.342,0.754
2019-01-10 10:00,2019-01-10 10:00,1.944,0.013,0,0,1.288,89.142,307.843,0.812
2019-01-10 11:00,2019-01-10 11:00,2.805,0.020,0,0,1.284,85.459,368.954,0.893
2019-01-10 12:00,2019-01-10 12:00,3.329,0.032,0,0,1.280,64.828,376.409,0.879
2019-01-10 13:00,2019-01-10 13:00,3.675,0.037,0,0,1.277,53.607,329.867,0.811
2019-01-10 14:00,2019-01-10 14:00,3.896,0.036,0,0,1.274,38.230,232.351,0.734
2019-01-10 15:00,2019-01-10 15:00,3.657,0.039,0,0,1.272,14.150,90.593,0.711
2019-01-10 16:00,2019-01-10 16:00,3.645,0.050,0,0,1.270,0.012,0.274,0.755
2019-01-10 17:00,2019-01-10 17:00,4.374,0.062,0,0,1.269,0,0,0.790
2019-01-10 18:00,2019-01-10 18:00,4.995,0.082,0,0,1.267,0,0,0.839
2019-01-10 19:00,2019-01-10 19:00,5.351,0.060,0,0,1.266,0,0,0.821
2019-01-10 20:00,2019-01-10 20:00,5.238,0.030,0,0,1.268,0,0,0.846
2019-01-10 21:00,2019-01-10 21:00,4.827,0.014,0,0,1.271,0,0,0.879
2019-01-10 22:00,2019-01-10 22:00,4.219,0.014,0,0,1.275,0,0,0.944
2019-01-10 23:00,2019-01-10 23:00,3.608,0.017,0,0,1.279,0,0,0.957
2019-01-11 00:00,2019-01-11 00:00,3.117,0.019,0,0,1.281,0,0,0.966
2019-01-11 01:00,2019-01-11 01:00,2.799,0.018,0,0,1.282,0,0,0.965
2019-01-11 02:00,2019-01-11 02:00,2.762,0.017,0,0,1.282,0,0,0.964
2019-01-11 03:00,2019-01-11 03:00,3.049,0.015,0,0,1.280,0,0,0.976
2019-01-11 04:00,2019-01-11 04:00,3.336,0.013,0,0,1.279,0,0,0.979
2019-01-11 05:00,2019-01-11 05:00,3.550,0.010,0,0,1.277,0,0,0.990
2019-01-11 06:00,2019-01-11 06:00,3.753,0.006,0,0,1.275,0,0,0.994
2019-01-11 07:00,2019-01-11 07:00,4.018,0.004,0,0,1.273,0,0,0.995
2019-01-11 08:00,2019-01-11 08:00,4.325,0.003,0,0,1.272,9.144,52.486,0.995
2019-01-11 09:00,2019-01-11 09:00,5.024,0.003,0,0,1.271,43.749,200.597,0.994
2019-01-11 10:00,2019-01-11 10:00,5.588,0.003,0,0,1.270,79.135,311.218,0.991
2019-01-11 11:00,2019-01-11 11:00,6.069,0.003,0,0,1.269,105.356,372.377,0.984
2019-01-11 12:00,2019-01-11 12:00,6.474,0.004,0,0,1.266,126.150,379.909,0.978
2019-01-11 13:00,2019-01-11 13:00,6.627,0.005,0,0,1.265,102.072,333.308,0.978
2019-01-11 14:00,2019-01-11 14:00,6.432,0.008,0,0,1.264,59.045,235.716,0.969
2019-01-11 15:00,2019-01-11 15:00,5.594,0.009,0,0,1.263,20.252,93.814,0.888
2019-01-11 16:00,2019-01-11 16:00,4.513,0.010,0,0,1.262,0.064,0.432,0.753
2019-01-11 17:00,2019-01-11 17:00,4.080,0.007,0,0,1.262,0,0,0.654
2019-01-11 18:00,2019-01-11 18:00,3.975,0.010,0,0,1.262,0,0,0.554
2019-01-11 19:00,2019-01-11 19:00,3.624,0.007,0,0,1.263,0,0,0.345
2019-01-11 20:00,2019-01-11 20:00,3.172,0.007,0,0,1.264,0,0,0.209
2019-01-11 21:00,2019-01-11 21:00,2.997,0.005,0,0,1.265,0,0,0.246
2019-01-11 22:00,2019-01-11 22:00,3.087,0.004,0,0,1.267,0,0,0.289
2019-01-11 23:00,2019-01-11 23:00,3.066,0.005,0,0,1.268,0,0,0.419
2019-01-12 00:00,2019-01-12 00:00,3.761,0.009,0,0,1.269,0,0,0.747
2019-01-12 01:00,2019-01-12 01:00,4.180,0.018,0,0,1.271,0,0,0.959
2019-01-12 02:00,2019-01-12 02:00,4.277,0.025,0,0,1.270,0,0,0.993
2019-01-12 03:00,2019-01-12 03:00,4.740,0.029,0,0,1.266,0,0,0.996
2019-01-12 04:00,2019-01-12 04:00,5.617,0.051,0,0,1.260,0,0,0.997
2019-01-12 05:00,2019-01-12 05:00,6.497,0.049,0,0,1.254,0,0,0.997
2019-01-12 06:00,2019-01-12 06:00,7.059,0.033,0,0,1.251,0,0,0.996
2019-01-12 07:00,2019-01-12 07:00,7.524,0.036,0,0,1.248,0,0,0.993
2019-01-12 08:00,2019-01-12 08:00,7.649,0.043,0,0,1.247,2.778,55.102,0.991
2019-01-12 09:00,2019-01-12 09:00,7.813,0.035,0,0,1.246,16.188,204.053,0.992
2019-01-12 10:00,2019-01-12 10:00,7.909,0.019,0,0,1.246,51.994,314.824,0.985
2019-01-12 11:00,2019-01-12 11:00,8.134,0.021,0,0,1.246,109.169,376.002,0.979
2019-01-12 12:00,2019-01-12 12:00,8.108,0.026,0,0,1.246,100.154,383.534,0.979
2019-01-12 13:00,2019-01-12 13:00,7.844,0.018,0,0,1.246,59.661,336.867,0.990
2019-01-12 14:00,2019-01-12 14:00,7.598,0.011,0,0,1.246,36.065,239.226,0.994
