# Renewables.ninja Weather (Point API) - 52.188, -2.028 - Version: 1.0 - License: https://science.nasa.gov/earth-science/earth-science-data/data-information-policy - Reference: https://www.renewables.ninja/
# Units: time in UTC, local_time in Europe/London, temperature in ºC, precipitation in mm/h, snowfall in mm/h, snow_mass in kg/m², air_density in kg/m³, radiation_surface in W/m², radiation_toa in W/m², cloud_cover in fraction
# {"units": {"time": "UTC", "local_time": "Europe/London", "temperature": "\u00baC", "precipitation": "mm/h", "snowfall": "mm/h", "snow_mass": "kg/m\u00b2", "air_density": "kg/m\u00b3", "radiation_surface": "W/m\u00b2", "radiation_toa": "W/m\u00b2", "cloud_cover": "fraction"}, "params": {"local_time": true, "header": true, "lat": "52.18848473848998", "lon": "-2.027585537311248", "date_from": "2019-01-01", "date_to": "2019-12-31", "dataset": "merra2", "var_t2m": true, "var_prectotland": true, "var_precsnoland": true, "var_snomas": true, "var_rhoa": true, "var_swgdn": true, "var_swtdn": true, "var_cldtot": true}}
time,local_time,temperature,precipitation,snowfall,snow_mass,air_density,radiation_surface,radiation_toa,cloud_cover
2019-03-09 17:00,2019-03-09 17:00,6.876,0.002,0,0,1.239,10.237,58.782,0.981
2019-03-09 18:00,2019-03-09 18:00,5.825,0,0,0,1.243,0,0,0.984
2019-03-09 19:00,2019-03-09 19:00,5.267,0.004,0,0,1.245,0,0,0.984
2019-03-09 20:00,2019-03-09 20:00,4.946,0.051,0,0,1.245,0,0,0.979
2019-03-09 21:00,2019-03-09 21:00,4.777,0.155,0,0,1.245,0,0,0.989
2019-03-09 22:00,2019-03-09 22:00,4.481,0.494,0,0,1.245,0,0,0.989
2019-03-09 23:00,2019-03-09 23:00,4.283,0.797,0,0,1.245,0,0,0.961
2019-03-10 00:00,2019-03-10 00:00,4.139,1.019,0,0,1.244,0,0,0.906
2019-03-10 01:00,2019-03-10 01:00,3.723,1.595,0.020,0.010,1.244,0,0,0.916
2019-03-10 02:00,2019-03-10 02:00,2.790,1.924,0.074,0.041,1.247,0,0,0.882
2019-03-10 03:00,2019-03-10 03:00,2.379,1.748,0.601,0.372,1.245,0,0,0.881
2019-03-10 04:00,2019-03-10 04:00,2.633,1.124,0.391,0.900,1.242,0,0,0.894
2019-03-10 05:00,2019-03-10 05:00,2.438,0.485,0.137,1.107,1.244,0,0,0.805
2019-03-10 06:00,2019-03-10 06:00,1.655,0.137,0.033,1.175,1.250,2.935,25.608,0.593
2019-03-10 07:00,2019-03-10 07:00,1.760,0.024,0.001,1.183,1.253,64.496,210.287,0.592
2019-03-10 08:00,2019-03-10 08:00,2.709,0.051,0,1.145,1.252,128.269,404.497,0.621
2019-03-10 09:00,2019-03-10 09:00,4.081,0.080,0,1.066,1.247,195.704,565.402,0.467
2019-03-10 10:00,2019-03-10 10:00,5.738,0.039,0,0.930,1.242,329.003,682.098,0.242
2019-03-10 11:00,2019-03-10 11:00,6.933,0.013,0,0.755,1.240,454.009,746.708,0.261
2019-03-10 12:00,2019-03-10 12:00,7.440,0.005,0,0.605,1.240,481.706,754.724,0.238
2019-03-10 13:00,2019-03-10 13:00,7.427,0.004,0,0.493,1.241,443.755,705.783,0.375
2019-03-10 14:00,2019-03-10 14:00,6.804,0.003,0,0.416,1.243,298.359,603.172,0.505
2019-03-10 15:00,2019-03-10 15:00,5.940,0.020,0,0.367,1.246,180.498,453.837,0.596
2019-03-10 16:00,2019-03-10 16:00,4.921,0.039,0,0.337,1.250,73.079,268.087,0.665
2019-03-10 17:00,2019-03-10 17:00,4.055,0.039,0,0.319,1.253,10.958,64.402,0.666
2019-03-10 18:00,2019-03-10 18:00,3.560,0.081,0,0.305,1.255,0,0,0.587
2019-03-10 19:00,2019-03-10 19:00,3.300,0.083,0,0.292,1.256,0,0,0.530
2019-03-10 20:00,2019-03-10 20:00,3.047,0.077,0,0.279,1.258,0,0,0.629
2019-03-10 21:00,2019-03-10 21:00,2.771,0.085,0,0.268,1.261,0,0,0.648
2019-03-10 22:00,2019-03-10 22:00,2.474,0.041,0,0.258,1.262,0,0,0.556
2019-03-10 23:00,2019-03-10 23:00,2.321,0.020,0,0.250,1.263,0,0,0.549
2019-03-11 00:00,2019-03-11 00:00,2.301,0.018,0,0.242,1.264,0,0,0.560
2019-03-11 01:00,2019-03-11 01:00,2.284,0.014,0,0.234,1.265,0,0,0.556
2019-03-11 02:00,2019-03-11 02:00,2.290,0.010,0,0.226,1.265,0,0,0.508
2019-03-11 03:00,2019-03-11 03:00,2.317,0.007,0,0.219,1.266,0,0,0.424
2019-03-11 04:00,2019-03-11 04:00,2.245,0.006,0,0.212,1.268,0,0,0.372
2019-03-11 05:00,2019-03-11 05:00,2.138,0.005,0,0.206,1.269,0,0,0.318
2019-03-11 06:00,2019-03-11 06:00,2.041,0.003,0,0.200,1.271,8.375,29.349,0.225
2019-03-11 07:00,2019-03-11 07:00,2.691,0.001,0,0.193,1.271,106.598,217.758,0.189
2019-03-11 08:00,2019-03-11 08:00,4.235,0,0,0.180,1.267,253.051,411.907,0.172
2019-03-11 09:00,2019-03-11 09:00,5.935,0,0,0.161,1.262,395.656,572.864,0.171
2019-03-11 10:00,2019-03-11 10:00,7.304,0,0,0.138,1.258,508.679,689.560,0.387
2019-03-11 11:00,2019-03-11 11:00,8.260,0,0,0.116,1.255,565.372,754.185,0.477
2019-03-11 12:00,2019-03-11 12:00,8.896,0.001,0,0.095,1.253,560.538,762.186,0.431
2019-03-11 13:00,2019-03-11 13:00,9.215,0.002,0,0.078,1.250,499.920,713.283,0.446
2019-03-11 14:00,2019-03-11 14:00,9.211,0.003,0,0.067,1.249,390.073,610.672,0.440
2019-03-11 15:00,2019-03-11 15:00,8.917,0.003,0,0.060,1.247,285.607,461.278,0.832
2019-03-11 16:00,2019-03-11 16:00,7.921,0.009,0,0.055,1.248,108.051,275.509,0.984
2019-03-11 17:00,2019-03-11 17:00,6.401,0.009,0,0.053,1.250,13.095,70.271,0.991
2019-03-11 18:00,2019-03-11 18:00,5.802,0.003,0,0.051,1.253,0,0,0.992
2019-03-11 19:00,2019-03-11 19:00,5.635,0.006,0,0.050,1.254,0,0,0.992
2019-03-11 20:00,2019-03-11 20:00,5.420,0.052,0,0.048,1.254,0,0,0.992
2019-03-11 21:00,2019-03-11 21:00,5.299,0.171,0,0.045,1.253,0,0,0.991
2019-03-11 22:00,2019-03-11 22:00,5.299,0.332,0,0.043,1.251,0,0,0.994
2019-03-11 23:00,2019-03-11 23:00,5.516,0.390,0,0.039,1.248,0,0,0.994
2019-03-12 00:00,2019-03-12 00:00,5.897,0.206,0,0.034,1.244,0,0,0.997
2019-03-12 01:00,2019-03-12 01:00,6.425,0.155,0,0.028,1.240,0,0,0.996
2019-03-12 02:00,2019-03-12 02:00,6.846,0.101,0,0.023,1.235,0,0,0.993
2019-03-12 03:00,2019-03-12 03:00,7.178,0.112,0,0.018,1.231,0,0,0.990
2019-03-12 04:00,2019-03-12 04:00,7.500,0.183,0,0.015,1.228,0,0,0.991
2019-03-12 05:00,2019-03-12 05:00,7.858,0.299,0,0.012,1.224,0,0,0.994
2019-03-12 06:00,2019-03-12 06:00,8.222,0.614,0,0.010,1.220,1.162,33.334,0.996
2019-03-12 07:00,2019-03-12 07:00,8.530,1.223,0,0.007,1.217,13.121,225.213,0.998
2019-03-12 08:00,2019-03-12 08:00,8.693,1.798,0,0.003,1.215,35.608,419.388,0.994
2019-03-12 09:00,2019-03-12 09:00,8.430,2.142,0,0.002,1.217,85.368,580.292,0.992
2019-03-12 10:00,2019-03-12 10:00,7.266,1.895,0,0.001,1.223,125.329,696.942,0.992
2019-03-12 11:00,2019-03-12 11:00,5.466,1.580,0,0,1.233,130.794,761.576,0.988
2019-03-12 12:00,2019-03-12 12:00,4.313,0.965,0,0,1.239,123.156,769.663,0.989
2019-03-12 13:00,2019-03-12 13:00,4.397,0.273,0,0,1.238,99.380,720.674,0.983
2019-03-12 14:00,2019-03-12 14:00,5.192,0.049,0,0,1.235,135.456,618.054,0.798
2019-03-12 15:00,2019-03-12 15:00,6.092,0.014,0,0,1.230,166.676,468.759,0.547
2019-03-12 16:00,2019-03-12 16:00,6.194,0.025,0,0,1.228,103.653,283.009,0.455
2019-03-12 17:00,2019-03-12 17:00,5.599,0.025,0,0,1.229,20.704,76.405,0.401
2019-03-12 18:00,2019-03-12 18:00,5.005,0.008,0,0,1.232,0,0,0.275
2019-03-12 19:00,2019-03-12 19:00,4.497,0.007,0,0,1.234,0,0,0.419
2019-03-12 20:00,2019-03-12 20:00,4.400,0.011,0,0,1.235,0,0,0.461
2019-03-12 21:00,2019-03-12 21:00,4.749,0.015,0,0,1.233,0,0,0.281
2019-03-12 22:00,2019-03-12 22:00,4.946,0.017,0,0,1.232,0,0,0.147
2019-03-12 23:00,2019-03-12 23:00,4.909,0.019,0,0,1.233,0,0,0.150
2019-03-13 00:00,2019-03-13 00:00,4.850,0.022,0,0,1.233,0,0,0.198
2019-03-13 01:00,2019-03-13 01:00,4.838,0.016,0,0,1.233,0,0,0.268
2019-03-13 02:00,2019-03-13 02:00,4.881,0.014,0,0,1.233,0,0,0.372
2019-03-13 03:00,2019-03-13 03:00,4.974,0.019,0,0,1.233,0,0,0.432
2019-03-13 04:00,2019-03-13 04:00,5.128,0.021,0,0,1.233,0,0,0.434
2019-03-13 05:00,2019-03-13 05:00,5.293,0.025,0,0,1.233,0,0,0.405
2019-03-13 06:00,2019-03-13 06:00,5.424,0.030,0,0,1.233,7.820,37.578,0.364
2019-03-13 07:00,2019-03-13 07:00,5.936,0.034,0,0,1.233,81.545,232.674,0.321
2019-03-13 08:00,2019-03-13 08:00,6.822,0.035,0,0,1.232,193.774,426.794,0.320
2019-03-13 09:00,2019-03-13 09:00,7.712,0.042,0,0,1.231,313.249,587.675,0.174
2019-03-13 10:00,2019-03-13 10:00,8.479,0.056,0,0,1.230,442.468,704.381,0.111
2019-03-13 11:00,2019-03-13 11:00,9.029,0.062,0,0,1.230,510.364,768.958,0.100
2019-03-13 12:00,2019-03-13 12:00,9.332,0.050,0,0,1.230,522.297,777.008,0.088
2019-03-13 13:00,2019-03-13 13:00,9.465,0.031,0,0,1.230,485.171,728.056,0.211
2019-03-13 14:00,2019-03-13 14:00,9.323,0.018,0,0,1.230,389.982,625.422,0.768
2019-03-13 15:00,2019-03-13 15:00,8.914,0.013,0,0,1.231,262.083,476.145,0.971
2019-03-13 16:00,2019-03-13 16:00,8.064,0.011,0,0,1.233,95.693,290.431,0.993
2019-03-13 17:00,2019-03-13 17:00,7.094,0.016,0,0,1.236,14.276,82.794,0.994
2019-03-13 18:00,2019-03-13 18:00,6.433,0.019,0,0,1.240,0,0,0.994
2019-03-13 19:00,2019-03-13 19:00,6.023,0.056,0,0,1.242,0,0,0.994
2019-03-13 20:00,2019-03-13 20:00,5.705,0.097,0,0,1.244,0,0,0.995
2019-03-13 21:00,2019-03-13 21:00,5.578,0.087,0,0,1.244,0,0,0.995
2019-03-13 22:00,2019-03-13 22:00,5.585,0.120,0,0,1.243,0,0,0.993
2019-03-13 23:00,2019-03-13 23:00,5.668,0.199,0,0,1.242,0,0,0.993
2019-03-14 00:00,2019-03-14 00:00,5.806,0.345,0,0,1.240,0,0,0.994
2019-03-14 01:00,2019-03-14 01:00,6.086,0.462,0,0,1.237,0,0,0.995
2019-03-14 02:00,2019-03-14 02:00,6.399,0.536,0,0,1.233,0,0,0.995
2019-03-14 03:00,2019-03-14 03:00,6.593,0.933,0,0,1.231,0,0,0.993
2019-03-14 04:00,2019-03-14 04:00,6.726,0.945,0,0,1.228,0,0,0.993
2019-03-14 05:00,2019-03-14 05:00,7.182,0.690,0,0,1.224,0,0,0.993
2019-03-14 06:00,2019-03-14 06:00,7.858,0.260,0,0,1.219,4.915,42.084,0.988
2019-03-14 07:00,2019-03-14 07:00,8.669,0.091,0,0,1.215,48.548,240.108,0.917
2019-03-14 08:00,2019-03-14 08:00,9.675,0.096,0,0,1.212,120.603,434.216,0.850
2019-03-14 09:00,2019-03-14 09:00,10.570,0.187,0,0,1.209,184.701,595.137,0.730
2019-03-14 10:00,2019-03-14 10:00,10.971,0.113,0,0,1.209,259.270,711.692,0.449
2019-03-14 11:00,2019-03-14 11:00,11.085,0.046,0,0,1.212,422.804,776.208,0.327
2019-03-14 12:00,2019-03-14 12:00,11.195,0.011,0,0,1.214,516.649,784.319,0.387
2019-03-14 13:00,2019-03-14 13:00,11.226,0.005,0,0,1.215,512.022,735.378,0.610
2019-03-14 14:00,2019-03-14 14:00,11.000,0.005,0,0,1.216,431.639,632.766,0.732
2019-03-14 15:00,2019-03-14 15:00,10.585,0.004,0,0,1.217,315.085,483.556,0.933
2019-03-14 16:00,2019-03-14 16:00,9.756,0.003,0,0,1.219,159.101,297.806,0.870
2019-03-14 17:00,2019-03-14 17:00,8.397,0.001,0,0,1.223,33.792,89.433,0.696
2019-03-14 18:00,2019-03-14 18:00,7.236,0.001,0,0,1.227,0,0,0.941
2019-03-14 19:00,2019-03-14 19:00,6.712,0.013,0,0,1.230,0,0,0.971
2019-03-14 20:00,2019-03-14 20:00,6.549,0.121,0,0,1.231,0,0,0.977
2019-03-14 21:00,2019-03-14 21:00,6.769,0.353,0,0,1.231,0,0,0.986
2019-03-14 22:00,2019-03-14 22:00,7.332,0.486,0,0,1.227,0,0,0.992
2019-03-14 23:00,2019-03-14 23:00,8.207,0.564,0,0,1.222,0,0,0.991
2019-03-15 00:00,2019-03-15 00:00,8.943,0.399,0,0,1.217,0,0,0.988
2019-03-15 01:00,2019-03-15 01:00,9.389,0.175,0,0,1.215,0,0,0.991
2019-03-15 02:00,2019-03-15 02:00,9.698,0.110,0,0,1.213,0,0,0.991
2019-03-15 03:00,2019-03-15 03:00,9.900,0.072,0,0,1.212,0,0,0.984
2019-03-15 04:00,2019-03-15 04:00,10.020,0.063,0,0,1.211,0,0,0.984
2019-03-15 05:00,2019-03-15 05:00,10.094,0.047,0,0,1.211,0,0,0.978
2019-03-15 06:00,2019-03-15 06:00,10.250,0.044,0,0,1.211,9.227,46.834,0.980
2019-03-15 07:00,2019-03-15 07:00,10.555,0.089,0,0,1.211,66.979,247.534,0.975
2019-03-15 08:00,2019-03-15 08:00,10.994,0.067,0,0,1.211,174.741,441.591,0.964
2019-03-15 09:00,2019-03-15 09:00,11.306,0.036,0,0,1.212,263.042,602.387,0.960
2019-03-15 10:00,2019-03-15 10:00,11.738,0.028,0,0,1.213,408.276,719.013,0.964
2019-03-15 11:00,2019-03-15 11:00,12.178,0.014,0,0,1.212,498.772,783.553,0.947
2019-03-15 12:00,2019-03-15 12:00,12.289,0.008,0,0,1.213,505.017,791.640,0.948
2019-03-15 13:00,2019-03-15 13:00,12.074,0.011,0,0,1.213,455.987,742.768,0.959
2019-03-15 14:00,2019-03-15 14:00,11.724,0.015,0,0,1.214,384.325,640.054,0.949
2019-03-15 15:00,2019-03-15 15:00,11.267,0.011,0,0,1.216,297.712,490.931,0.943
2019-03-15 16:00,2019-03-15 16:00,10.381,0.007,0,0,1.218,143.205,305.228,0.956
2019-03-15 17:00,2019-03-15 17:00,8.977,0.013,0,0,1.222,40.523,96.307,0.950
2019-03-15 18:00,2019-03-15 18:00,7.361,0.003,0,0,1.227,0,0,0.945
2019-03-15 19:00,2019-03-15 19:00,6.349,0.002,0,0,1.232,0,0,0.957
2019-03-15 20:00,2019-03-15 20:00,6.304,0.008,0,0,1.234,0,0,0.974
2019-03-15 21:00,2019-03-15 21:00,6.717,0.054,0,0,1.234,0,0,0.991
2019-03-15 22:00,2019-03-15 22:00,6.926,0.229,0,0,1.233,0,0,0.992
2019-03-15 23:00,2019-03-15 23:00,7.217,0.458,0,0,1.231,0,0,0.996
2019-03-16 00:00,2019-03-16 00:00,7.766,0.634,0,0,1.227,0,0,0.998
2019-03-16 01:00,2019-03-16 01:00,8.550,0.533,0,0,1.222,0,0,0.994
2019-03-16 02:00,2019-03-16 02:00,9.135,0.303,0,0,1.218,0,0,0.987
2019-03-16 03:00,2019-03-16 03:00,9.227,0.203,0,0,1.216,0,0,0.982
2019-03-16 04:00,2019-03-16 04:00,9.105,0.157,0,0,1.216,0,0,0.982
2019-03-16 05:00,2019-03-16 05:00,8.835,0.128,0,0,1.217,0,0,0.989
2019-03-16 06:00,2019-03-16 06:00,8.649,0.089,0,0,1.217,7.051,51.844,0.994
2019-03-16 07:00,2019-03-16 07:00,8.847,0.065,0,0,1.216,34.510,254.947,0.989
2019-03-16 08:00,2019-03-16 08:00,9.267,0.066,0,0,1.214,76.101,449.001,0.988
2019-03-16 09:00,2019-03-16 09:00,9.605,0.096,0,0,1.212,93.221,609.769,0.993
2019-03-16 10:00,2019-03-16 10:00,10.016,0.075,0,0,1.210,139.833,726.286,0.980
2019-03-16 11:00,2019-03-16 11:00,10.731,0.067,0,0,1.207,252.752,790.803,0.970
2019-03-16 12:00,2019-03-16 12:00,11.183,0.069,0,0,1.204,263.908,798.890,0.973
2019-03-16 13:00,2019-03-16 13:00,11.198,0.091,0,0,1.202,207.419,750.018,0.970
2019-03-16 14:00,2019-03-16 14:00,10.850,0.125,0,0,1.201,131.747,647.516,0.925
2019-03-16 15:00,2019-03-16 15:00,10.260,0.161,0,0,1.202,70.054,498.247,0.889
2019-03-16 16:00,2019-03-16 16:00,9.719,0.270,0,0,1.203,33.578,312.603,0.887
2019-03-16 17:00,2019-03-16 17:00,9.335,0.430,0,0,1.203,9.003,103.450,0.977
2019-03-16 18:00,2019-03-16 18:00,9.141,1.027,0,0,1.203,0,0.007,0.995
2019-03-16 19:00,2019-03-16 19:00,8.837,1.412,0,0,1.204,0,0,0.997
2019-03-16 20:00,2019-03-16 20:00,7.753,0.929,0,0,1.210,0,0,0.975
2019-03-16 21:00,2019-03-16 21:00,6.070,0.283,0,0,1.219,0,0,0.719
2019-03-16 22:00,2019-03-16 22:00,5.284,0.056,0,0,1.224,0,0,0.430
2019-03-16 23:00,2019-03-16 23:00,4.664,0.033,0,0,1.227,0,0,0.286
2019-03-17 00:00,2019-03-17 00:00,4.051,0.047,0,0,1.230,0,0,0.349
2019-03-17 01:00,2019-03-17 01:00,3.546,0.024,0,0,1.234,0,0,0.407
2019-03-17 02:00,2019-03-17 02:00,3.107,0.014,0,0,1.237,0,0,0.416
2019-03-17 03:00,2019-03-17 03:00,2.763,0.021,0,0,1.240,0,0,0.436
2019-03-17 04:00,2019-03-17 04:00,2.531,0.039,0,0,1.242,0,0,0.507
2019-03-17 05:00,2019-03-17 05:00,2.441,0.058,0,0,1.244,0,0,0.664
2019-03-17 06:00,2019-03-17 06:00,2.473,0.036,0,0,1.245,11.685,57.101,0.690
2019-03-17 07:00,2019-03-17 07:00,3.038,0.002,0,0,1.246,100.542,262.336,0.506
2019-03-17 08:00,2019-03-17 08:00,4.406,0.007,0,0,1.242,271.774,456.263,0.293
2019-03-17 09:00,2019-03-17 09:00,5.624,0.032,0,0,1.239,382.775,617.019,0.288
2019-03-17 10:00,2019-03-17 10:00,6.231,0.073,0,0,1.238,390.604,733.536,0.380
2019-03-17 11:00,2019-03-17 11:00,6.673,0.115,0,0,1.237,403.621,798.053,0.406
2019-03-17 12:00,2019-03-17 12:00,6.905,0.154,0,0,1.236,381.948,806.140,0.440
2019-03-17 13:00,2019-03-17 13:00,7.004,0.130,0,0,1.236,343.860,757.151,0.498
2019-03-17 14:00,2019-03-17 14:00,7.006,0.067,0,0,1.235,259.499,654.766,0.591
2019-03-17 15:00,2019-03-17 15:00,7.030,0.047,0,0,1.234,195.243,505.603,0.596
2019-03-17 16:00,2019-03-17 16:00,6.709,0.060,0,0,1.235,97.035,320.025,0.530
2019-03-17 17:00,2019-03-17 17:00,6.094,0.052,0,0,1.236,30.576,110.772,0.328
2019-03-17 18:00,2019-03-17 18:00,5.256,0.009,0,0,1.240,0.010,0.068,0.171
2019-03-17 19:00,2019-03-17 19:00,4.579,0.006,0,0,1.244,0,0,0.134
2019-03-17 20:00,2019-03-17 20:00,4.055,0.004,0,0,1.247,0,0,0.153
2019-03-17 21:00,2019-03-17 21:00,3.861,0.002,0,0,1.249,0,0,0.119
2019-03-17 22:00,2019-03-17 22:00,3.512,0.001,0,0,1.252,0,0,0.093
2019-03-17 23:00,2019-03-17 23:00,3.154,0,0,0,1.255,0,0,0.183
2019-03-18 00:00,2019-03-18 00:00,2.970,0,0,0,1.258,0,0,0.285
2019-03-18 01:00,2019-03-18 01:00,2.716,0.001,0,0,1.260,0,0,0.487
2019-03-18 02:00,2019-03-18 02:00,2.576,0.002,0,0,1.263,0,0,0.901
2019-03-18 03:00,2019-03-18 03:00,2.979,0.003,0,0,1.263,0,0,0.986
2019-03-18 04:00,2019-03-18 04:00,3.226,0.004,0,0,1.262,0,0,0.953
2019-03-18 05:00,2019-03-18 05:00,3.246,0.007,0,0,1.262,0,0,0.908
2019-03-18 06:00,2019-03-18 06:00,3.440,0.010,0,0,1.261,8.986,62.602,0.886
2019-03-18 07:00,2019-03-18 07:00,4.441,0.012,0,0,1.260,57.936,269.711,0.867
2019-03-18 08:00,2019-03-18 08:00,5.591,0.024,0,0,1.256,138.972,463.638,0.875
2019-03-18 09:00,2019-03-18 09:00,6.624,0.056,0,0,1.253,183.627,624.269,0.900
2019-03-18 10:00,2019-03-18 10:00,7.160,0.061,0,0,1.251,202.335,740.786,0.900
2019-03-18 11:00,2019-03-18 11:00,7.591,0.065,0,0,1.250,227.906,805.303,0.888
2019-03-18 12:00,2019-03-18 12:00,7.994,0.070,0,0,1.248,236.368,813.352,0.890
2019-03-18 13:00,2019-03-18 13:00,8.193,0.104,0,0,1.247,209.689,764.401,0.895
2019-03-18 14:00,2019-03-18 14:00,8.196,0.120,0,0,1.246,163.263,661.898,0.910
2019-03-18 15:00,2019-03-18 15:00,8.005,0.129,0,0,1.246,113.896,512.888,0.790
2019-03-18 16:00,2019-03-18 16:00,7.770,0.065,0,0,1.246,85.983,327.400,0.706
2019-03-18 17:00,2019-03-18 17:00,6.666,0.032,0,0,1.247,26.945,118.193,0.647
2019-03-18 18:00,2019-03-18 18:00,5.496,0.017,0,0,1.249,0.026,0.272,0.612
2019-03-18 19:00,2019-03-18 19:00,5.483,0.013,0,0,1.250,0,0,0.641
2019-03-18 20:00,2019-03-18 20:00,5.628,0.017,0,0,1.251,0,0,0.735
2019-03-18 21:00,2019-03-18 21:00,5.786,0.021,0,0,1.252,0,0,0.720
2019-03-18 22:00,2019-03-18 22:00,5.573,0.017,0,0,1.252,0,0,0.660
2019-03-18 23:00,2019-03-18 23:00,5.268,0.013,0,0,1.253,0,0,0.647
2019-03-19 00:00,2019-03-19 00:00,5.212,0.014,0,0,1.253,0,0,0.654
2019-03-19 01:00,2019-03-19 01:00,5.125,0.014,0,0,1.254,0,0,0.645
2019-03-19 02:00,2019-03-19 02:00,4.975,0.014,0,0,1.256,0,0,0.701
2019-03-19 03:00,2019-03-19 03:00,5.032,0.014,0,0,1.257,0,0,0.837
2019-03-19 04:00,2019-03-19 04:00,5.095,0.016,0,0,1.259,0,0,0.907
2019-03-19 05:00,2019-03-19 05:00,5.178,0.018,0,0,1.261,0,0,0.930
2019-03-19 06:00,2019-03-19 06:00,5.367,0.020,0,0,1.262,7.909,68.357,0.943
2019-03-19 07:00,2019-03-19 07:00,5.870,0.019,0,0,1.262,43.075,277.122,0.930
2019-03-19 08:00,2019-03-19 08:00,6.729,0.016,0,0,1.260,90.117,470.924,0.917
2019-03-19 09:00,2019-03-19 09:00,7.917,0.013,0,0,1.255,156.726,631.481,0.802
2019-03-19 10:00,2019-03-19 10:00,9.459,0.010,0,0,1.249,280.892,747.998,0.718
2019-03-19 11:00,2019-03-19 11:00,10.753,0.013,0,0,1.245,401.794,812.374,0.855
2019-03-19 12:00,2019-03-19 12:00,11.764,0.014,0,0,1.240,420.789,820.413,0.885
2019-03-19 13:00,2019-03-19 13:00,12.241,0.016,0,0,1.237,366.527,771.590,0.775
2019-03-19 14:00,2019-03-19 14:00,12.135,0.015,0,0,1.236,255.582,669.110,0.747
2019-03-19 15:00,2019-03-19 15:00,11.843,0.016,0,0,1.236,182.727,520.103,0.849
2019-03-19 16:00,2019-03-19 16:00,11.207,0.024,0,0,1.237,99.832,334.756,0.754
2019-03-19 17:00,2019-03-19 17:00,9.827,0.020,0,0,1.240,34.265,125.627,0.575
2019-03-19 18:00,2019-03-19 18:00,8.508,0.006,0,0,1.244,0.076,0.713,0.497
2019-03-19 19:00,2019-03-19 19:00,7.881,0.002,0,0,1.248,0,0,0.500
2019-03-19 20:00,2019-03-19 20:00,7.262,0.002,0,0,1.252,0,0,0.561
2019-03-19 21:00,2019-03-19 21:00,6.975,0.003,0,0,1.255,0,0,0.632
2019-03-19 22:00,2019-03-19 22:00,6.751,0.004,0,0,1.256,0,0,0.737
2019-03-19 23:00,2019-03-19 23:00,6.612,0.005,0,0,1.258,0,0,0.817
2019-03-20 00:00,2019-03-20 00:00,6.644,0.007,0,0,1.258,0,0,0.784
2019-03-20 01:00,2019-03-20 01:00,6.633,0.007,0,0,1.258,0,0,0.821
2019-03-20 02:00,2019-03-20 02:00,6.759,0.007,0,0,1.258,0,0,0.950
2019-03-20 03:00,2019-03-20 03:00,6.919,0.006,0,0,1.258,0,0,0.991
2019-03-20 04:00,2019-03-20 04:00,6.852,0.005,0,0,1.258,0,0,0.971
2019-03-20 05:00,2019-03-20 05:00,6.590,0.005,0,0,1.258,0,0,0.920
2019-03-20 06:00,2019-03-20 06:00,6.662,0.005,0,0,1.260,18.040,74.356,0.978
2019-03-20 07:00,2019-03-20 07:00,7.885,0.006,0,0,1.259,96.236,284.509,0.974
2019-03-20 08:00,2019-03-20 08:00,9.527,0.008,0,0,1.254,210.124,478.185,0.950
2019-03-20 09:00,2019-03-20 09:00,11.487,0.003,0,0,1.246,324.823,638.613,0.863
2019-03-20 10:00,2019-03-20 10:00,12.843,0.002,0,0,1.242,435.455,755.036,0.651
2019-03-20 11:00,2019-03-20 11:00,13.878,0.003,0,0,1.238,496.156,819.397,0.542
2019-03-20 12:00,2019-03-20 12:00,14.654,0.003,0,0,1.234,549.887,827.484,0.426
2019-03-20 13:00,2019-03-20 13:00,15.114,0.003,0,0,1.232,562.432,778.651,0.361
2019-03-20 14:00,2019-03-20 14:00,15.111,0.003,0,0,1.230,478.168,676.360,0.600
2019-03-20 15:00,2019-03-20 15:00,14.587,0.003,0,0,1.231,333.168,527.353,0.827
2019-03-20 16:00,2019-03-20 16:00,13.465,0.002,0,0,1.233,164.647,342.037,0.945
2019-03-20 17:00,2019-03-20 17:00,11.591,0.002,0,0,1.238,42.291,133.049,0.952
2019-03-20 18:00,2019-03-20 18:00,9.788,0.002,0,0,1.244,0.258,1.406,0.953
2019-03-20 19:00,2019-03-20 19:00,9.056,0.003,0,0,1.250,0,0,0.958
2019-03-20 20:00,2019-03-20 20:00,8.441,0.005,0,0,1.253,0,0,0.965
2019-03-20 21:00,2019-03-20 21:00,8.102,0.005,0,0,1.255,0,0,0.967
2019-03-20 22:00,2019-03-20 22:00,7.800,0.005,0,0,1.256,0,0,0.965
2019-03-20 23:00,2019-03-20 23:00,7.566,0.005,0,0,1.257,0,0,0.960
2019-03-21 00:00,2019-03-21 00:00,7.420,0.005,0,0,1.257,0,0,0.935
2019-03-21 01:00,2019-03-21 01:00,7.271,0.005,0,0,1.258,0,0,0.894
2019-03-21 02:00,2019-03-21 02:00,7.101,0.006,0,0,1.258,0,0,0.914
2019-03-21 03:00,2019-03-21 03:00,6.860,0.007,0,0,1.260,0,0,0.959
2019-03-21 04:00,2019-03-21 04:00,6.635,0.011,0,0,1.262,0,0,0.980
2019-03-21 05:00,2019-03-21 05:00,6.495,0.013,0,0,1.263,0,0,0.986
